ID,code,start,end,01 - Location third,02 - Location flank,03 - End location third,04 - End location flank,05 - Length,06 - Number of team events,07 - Outcome,09 - xG,11 - Start location X,12 - Start location Y,13 - Duration,14 - Formation,15 - End location X,16 - End location Y,10 - Players,08 - Transition
277,Ball in play,1844.665839,1870.443183,Final third,Right flank,Final third,Center,Long,10-14,,,93,46,25,4-2-3-1,11,39,"53. Nwaneri, 4. White, 41. Rice, 5. Partey, 17. Zinchenko, 3. Tierney, 11. Gabriel Martinelli",High
278,Arsenal - Possessions,1844.665839,1870.443183,Final third,Right flank,Final third,Center,Long,10-14,,,93,46,25,4-2-3-1,11,39,"53. Nwaneri, 4. White, 41. Rice, 5. Partey, 17. Zinchenko, 3. Tierney, 11. Gabriel Martinelli",High
279,Arsenal - Open play attacks,1844.665839,1870.443183,Final third,Right flank,Final third,Center,Long,10-14,,,93,46,25,4-2-3-1,11,39,"53. Nwaneri, 4. White, 41. Rice, 5. Partey, 17. Zinchenko, 3. Tierney, 11. Gabriel Martinelli",High
280,Arsenal - Crosses,1844.665839,1870.443183,Final third,Right flank,Final third,Center,Long,10-14,,,93,46,25,4-2-3-1,11,39,"53. Nwaneri, 4. White, 41. Rice, 5. Partey, 17. Zinchenko, 3. Tierney, 11. Gabriel Martinelli",High
281,Ball in play,1870.433183,1877.197993,Own third,Center,Middle third,Right flank,Short,4 or less,,,11,39,3,5-4-1,65,17,4. Downes,
282,Southampton - Possessions,1870.433183,1877.197993,Own third,Center,Middle third,Right flank,Short,4 or less,,,11,39,3,5-4-1,65,17,4. Downes,
283,Ball in play,1877.187993,1884.286347,Middle third,Left flank,Final third,Center,Short,4 or less,,,65,17,6,4-2-3-1,8,35,"17. Zinchenko, 11. Gabriel Martinelli, 3. Tierney",Medium
284,Arsenal - Possessions,1877.187993,1884.286347,Middle third,Left flank,Final third,Center,Short,4 or less,,,65,17,6,4-2-3-1,8,35,"17. Zinchenko, 11. Gabriel Martinelli, 3. Tierney",Medium
285,Arsenal - Open play attacks,1877.187993,1884.286347,Middle third,Left flank,Final third,Center,Short,4 or less,,,65,17,6,4-2-3-1,8,35,"17. Zinchenko, 11. Gabriel Martinelli, 3. Tierney",Medium
286,Arsenal - Crosses,1877.187993,1884.286347,Middle third,Left flank,Final third,Center,Short,4 or less,,,65,17,6,4-2-3-1,8,35,"17. Zinchenko, 11. Gabriel Martinelli, 3. Tierney",Medium
287,Ball in play,1884.276347,1891.134052,Own third,Center,Own third,Right flank,Short,4 or less,,,8,35,4,5-4-1,6,68,"15. Wood, 16. Sugawara",
288,Southampton - Possessions,1884.276347,1891.134052,Own third,Center,Own third,Right flank,Short,4 or less,,,8,35,4,5-4-1,6,68,"15. Wood, 16. Sugawara",
289,Ball in play,1891.740113,1921.939878,Final third,Left flank,Final third,Center,Long,10-14,,,95,0,29,4-2-3-1,7,31,"11. Gabriel Martinelli, 17. Zinchenko, 41. Rice, 5. Partey, 53. Nwaneri, 30. Sterling, 4. White, 15. Kiwior, 3. Tierney",
290,Arsenal - Possessions,1891.740113,1921.939878,Final third,Left flank,Final third,Center,Long,10-14,,,95,0,29,4-2-3-1,7,31,"11. Gabriel Martinelli, 17. Zinchenko, 41. Rice, 5. Partey, 53. Nwaneri, 30. Sterling, 4. White, 15. Kiwior, 3. Tierney",
291,Arsenal - Set Pieces,1891.740113,1921.939878,Final third,Left flank,Final third,Center,Long,10-14,,,95,0,29,4-2-3-1,7,31,"11. Gabriel Martinelli, 17. Zinchenko, 41. Rice, 5. Partey, 53. Nwaneri, 30. Sterling, 4. White, 15. Kiwior, 3. Tierney",
292,Arsenal - Crosses,1891.740113,1921.939878,Final third,Left flank,Final third,Center,Long,10-14,,,95,0,29,4-2-3-1,7,31,"11. Gabriel Martinelli, 17. Zinchenko, 41. Rice, 5. Partey, 53. Nwaneri, 30. Sterling, 4. White, 15. Kiwior, 3. Tierney",
293,Arsenal - Throw ins,1891.740113,1921.939878,Final third,Left flank,Final third,Center,Long,10-14,,,95,0,29,4-2-3-1,7,31,"11. Gabriel Martinelli, 17. Zinchenko, 41. Rice, 5. Partey, 53. Nwaneri, 30. Sterling, 4. White, 15. Kiwior, 3. Tierney",
294,Ball in play,1921.929878,1931.0663,Own third,Center,Own third,Right flank,Short,4 or less,,,7,31,6,5-4-1,71,9,"21. Taylor, 46. Robinson, 4. Downes",Low
295,Southampton - Possessions,1921.929878,1931.0663,Own third,Center,Own third,Right flank,Short,4 or less,,,7,31,6,5-4-1,71,9,"21. Taylor, 46. Robinson, 4. Downes",Low
296,Ball in play,1931.0563,1980.013162,Final third,Left flank,Final third,Center,Very long,10-14,,,71,9,49,4-2-3-1,14,39,"17. Zinchenko, 5. Partey, 3. Tierney, 41. Rice",High
297,Arsenal - Possessions,1931.0563,1980.013162,Final third,Left flank,Final third,Center,Very long,10-14,,,71,9,49,4-2-3-1,14,39,"17. Zinchenko, 5. Partey, 3. Tierney, 41. Rice",High
298,Arsenal - Open play attacks,1931.0563,1980.013162,Final third,Left flank,Final third,Center,Very long,10-14,,,71,9,49,4-2-3-1,14,39,"17. Zinchenko, 5. Partey, 3. Tierney, 41. Rice",High
299,Ball in play,1980.003162,1987.981291,Own third,Center,Middle third,Left flank,Short,4 or less,,,14,39,5,5-4-1,66,52,"4. Downes, 11. Stewart",Low
300,Southampton - Possessions,1980.003162,1987.981291,Own third,Center,Middle third,Left flank,Short,4 or less,,,14,39,5,5-4-1,66,52,"4. Downes, 11. Stewart",Low
301,Ball in play,1987.971291,2029.104895,Middle third,Right flank,Final third,Center,Long,15 or more,,,66,52,41,4-2-3-1,11,34,"4. White, 15. Kiwior, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 5. Partey, 53. Nwaneri, 23. Mikel Merino",Medium
302,Arsenal - Possessions,1987.971291,2029.104895,Middle third,Right flank,Final third,Center,Long,15 or more,,,66,52,41,4-2-3-1,11,34,"4. White, 15. Kiwior, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 5. Partey, 53. Nwaneri, 23. Mikel Merino",Medium
303,Arsenal - Open play attacks,1987.971291,2029.104895,Middle third,Right flank,Final third,Center,Long,15 or more,,,66,52,41,4-2-3-1,11,34,"4. White, 15. Kiwior, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 5. Partey, 53. Nwaneri, 23. Mikel Merino",Medium
304,Arsenal - Crosses,1987.971291,2029.104895,Middle third,Right flank,Final third,Center,Long,15 or more,,,66,52,41,4-2-3-1,11,34,"4. White, 15. Kiwior, 3. Tierney, 17. Zinchenko, 11. Gabriel Martinelli, 5. Partey, 53. Nwaneri, 23. Mikel Merino",Medium
305,Ball in play,2029.094895,2053.084025,Own third,Center,Middle third,Left flank,Long,10-14,,,11,34,23,5-4-1,38,46,"15. Wood, 20. Sulemana, 21. Taylor, 4. Downes, 18. Mateus Fernandes",
306,Southampton - Possessions,2029.094895,2053.084025,Own third,Center,Middle third,Left flank,Long,10-14,,,11,34,23,5-4-1,38,46,"15. Wood, 20. Sulemana, 21. Taylor, 4. Downes, 18. Mateus Fernandes",
307,Ball in play,2093.188264,2102.750605,Middle third,Left flank,Final third,Left flank,Short,4 or less,,,65,13,8,5-4-1,16,46,"34. Welington, 18. Mateus Fernandes, 21. Taylor",
308,Southampton - Possessions,2093.188264,2102.750605,Middle third,Left flank,Final third,Left flank,Short,4 or less,,,65,13,8,5-4-1,16,46,"34. Welington, 18. Mateus Fernandes, 21. Taylor",
309,Southampton - Open play attacks,2093.188264,2102.750605,Middle third,Left flank,Final third,Left flank,Short,4 or less,,,65,13,8,5-4-1,16,46,"34. Welington, 18. Mateus Fernandes, 21. Taylor",
310,Ball in play,2102.740605,2158.239767,Own third,Right flank,Final third,Right flank,Very long,15 or more,,,16,46,54,4-2-3-1,13,16,"22. David Raya, 5. Partey, 53. Nwaneri, 15. Kiwior, 41. Rice, 4. White, 11. Gabriel Martinelli, 3. Tierney, 23. Mikel Merino",Low
311,Arsenal - Possessions,2102.740605,2158.239767,Own third,Right flank,Final third,Right flank,Very long,15 or more,,,16,46,54,4-2-3-1,13,16,"22. David Raya, 5. Partey, 53. Nwaneri, 15. Kiwior, 41. Rice, 4. White, 11. Gabriel Martinelli, 3. Tierney, 23. Mikel Merino",Low
312,Arsenal - Open play attacks,2102.740605,2158.239767,Own third,Right flank,Final third,Right flank,Very long,15 or more,,,16,46,54,4-2-3-1,13,16,"22. David Raya, 5. Partey, 53. Nwaneri, 15. Kiwior, 41. Rice, 4. White, 11. Gabriel Martinelli, 3. Tierney, 23. Mikel Merino",Low
313,Arsenal - Goalkeeper distributions,2102.740605,2158.239767,Own third,Right flank,Final third,Right flank,Very long,15 or more,,,16,46,54,4-2-3-1,13,16,"22. David Raya, 5. Partey, 53. Nwaneri, 15. Kiwior, 41. Rice, 4. White, 11. Gabriel Martinelli, 3. Tierney, 23. Mikel Merino",Low
314,Ball in play,2158.229767,2158.251369,Own third,Left flank,Own third,Left flank,Short,4 or less,,,13,16,0,5-4-1,86,54,21. Taylor,
315,Southampton - Possessions,2158.229767,2158.251369,Own third,Left flank,Own third,Left flank,Short,4 or less,,,13,16,0,5-4-1,86,54,21. Taylor,
316,Ball in play,2158.241369,2161.305634,Final third,Right flank,Final third,Right flank,Short,4 or less,,,86,54,3,4-2-3-1,24,11,11. Gabriel Martinelli,High
317,Arsenal - Possessions,2158.241369,2161.305634,Final third,Right flank,Final third,Right flank,Short,4 or less,,,86,54,3,4-2-3-1,24,11,11. Gabriel Martinelli,High
318,Arsenal - Open play attacks,2158.241369,2161.305634,Final third,Right flank,Final third,Right flank,Short,4 or less,,,86,54,3,4-2-3-1,24,11,11. Gabriel Martinelli,High
319,Ball in play,2161.295634,2215.916665,Own third,Left flank,Middle third,Center,Very long,15 or more,,,24,11,54,5-4-1,48,30,"20. Sulemana, 34. Welington, 21. Taylor, 4. Downes, 26. Ugochukwu, 15. Wood, 18. Mateus Fernandes",Low
320,Southampton - Possessions,2161.295634,2215.916665,Own third,Left flank,Middle third,Center,Very long,15 or more,,,24,11,54,5-4-1,48,30,"20. Sulemana, 34. Welington, 21. Taylor, 4. Downes, 26. Ugochukwu, 15. Wood, 18. Mateus Fernandes",Low
321,Ball in play,2215.906665,2249.187262,Middle third,Center,Final third,Center,Long,10-14,,,48,30,33,4-2-3-1,12,29,"15. Kiwior, 41. Rice, 5. Partey, 4. White, 3. Tierney, 17. Zinchenko, 30. Sterling",Medium
322,Arsenal - Possessions,2215.906665,2249.187262,Middle third,Center,Final third,Center,Long,10-14,,,48,30,33,4-2-3-1,12,29,"15. Kiwior, 41. Rice, 5. Partey, 4. White, 3. Tierney, 17. Zinchenko, 30. Sterling",Medium
323,Arsenal - Open play attacks,2215.906665,2249.187262,Middle third,Center,Final third,Center,Long,10-14,,,48,30,33,4-2-3-1,12,29,"15. Kiwior, 41. Rice, 5. Partey, 4. White, 3. Tierney, 17. Zinchenko, 30. Sterling",Medium
324,Arsenal - Crosses,2215.906665,2249.187262,Middle third,Center,Final third,Center,Long,10-14,,,48,30,33,4-2-3-1,12,29,"15. Kiwior, 41. Rice, 5. Partey, 4. White, 3. Tierney, 17. Zinchenko, 30. Sterling",Medium
325,Ball in play,2249.177262,2263.037928,Own third,Center,Final third,Right flank,Medium,5-9,,,12,29,14,5-4-1,6,21,"21. Taylor, 11. Stewart, 18. Mateus Fernandes, 46. Robinson, 20. Sulemana",Low
326,Southampton - Possessions,2249.177262,2263.037928,Own third,Center,Final third,Right flank,Medium,5-9,,,12,29,14,5-4-1,6,21,"21. Taylor, 11. Stewart, 18. Mateus Fernandes, 46. Robinson, 20. Sulemana",Low
327,Southampton - Counterattacks,2249.177262,2263.037928,Own third,Center,Final third,Right flank,Medium,5-9,,,12,29,14,5-4-1,6,21,"21. Taylor, 11. Stewart, 18. Mateus Fernandes, 46. Robinson, 20. Sulemana",Low
328,Ball in play,2263.027928,2293.032512,Own third,Left flank,Final third,Left flank,Long,10-14,,,6,21,29,4-2-3-1,21,49,"15. Kiwior, 3. Tierney, 17. Zinchenko, 23. Mikel Merino, 11. Gabriel Martinelli, 5. Partey",Low
329,Arsenal - Possessions,2263.027928,2293.032512,Own third,Left flank,Final third,Left flank,Long,10-14,,,6,21,29,4-2-3-1,21,49,"15. Kiwior, 3. Tierney, 17. Zinchenko, 23. Mikel Merino, 11. Gabriel Martinelli, 5. Partey",Low
330,Arsenal - Open play attacks,2263.027928,2293.032512,Own third,Left flank,Final third,Left flank,Long,10-14,,,6,21,29,4-2-3-1,21,49,"15. Kiwior, 3. Tierney, 17. Zinchenko, 23. Mikel Merino, 11. Gabriel Martinelli, 5. Partey",Low
331,Ball in play,2293.022512,2324.407849,Own third,Right flank,Final third,Center,Long,5-9,,,21,49,29,5-4-1,34,44,"16. Sugawara, 46. Robinson, 4. Downes, 21. Taylor, 15. Wood, 30. Ramsdale",Low
332,Southampton - Possessions,2293.022512,2324.407849,Own third,Right flank,Final third,Center,Long,5-9,,,21,49,29,5-4-1,34,44,"16. Sugawara, 46. Robinson, 4. Downes, 21. Taylor, 15. Wood, 30. Ramsdale",Low
333,Ball in play,2324.397849,2368.072001,Own third,Center,Final third,Center,Long,10-14,,,34,44,43,4-2-3-1,6,36,"15. Kiwior, 4. White, 3. Tierney, 41. Rice, 30. Sterling, 17. Zinchenko, 5. Partey, 11. Gabriel Martinelli",Low
334,Arsenal - Possessions,2324.397849,2368.072001,Own third,Center,Final third,Center,Long,10-14,,,34,44,43,4-2-3-1,6,36,"15. Kiwior, 4. White, 3. Tierney, 41. Rice, 30. Sterling, 17. Zinchenko, 5. Partey, 11. Gabriel Martinelli",Low
335,Arsenal - Open play attacks,2324.397849,2368.072001,Own third,Center,Final third,Center,Long,10-14,,,34,44,43,4-2-3-1,6,36,"15. Kiwior, 4. White, 3. Tierney, 41. Rice, 30. Sterling, 17. Zinchenko, 5. Partey, 11. Gabriel Martinelli",Low
336,Arsenal - Crosses,2324.397849,2368.072001,Own third,Center,Final third,Center,Long,10-14,,,34,44,43,4-2-3-1,6,36,"15. Kiwior, 4. White, 3. Tierney, 41. Rice, 30. Sterling, 17. Zinchenko, 5. Partey, 11. Gabriel Martinelli",Low
337,Ball in play,2368.062001,2395.010128,Own third,Center,Middle third,Left flank,Medium,4 or less,,,6,36,13,5-4-1,38,50,30. Ramsdale,
338,Southampton - Possessions,2368.062001,2395.010128,Own third,Center,Middle third,Left flank,Medium,4 or less,,,6,36,13,5-4-1,38,50,30. Ramsdale,
339,Southampton - Goalkeeper distributions,2368.062001,2395.010128,Own third,Center,Middle third,Left flank,Medium,4 or less,,,6,36,13,5-4-1,38,50,30. Ramsdale,
340,Ball in play,2395.000128,2408.640643,Middle third,Right flank,Final third,Center,Medium,5-9,Shot on goal,from 0.1 to 0.35,38,50,10,4-2-3-1,7,31,"5. Partey, 41. Rice, 3. Tierney, 11. Gabriel Martinelli",Medium
341,Arsenal - Possessions,2395.000128,2408.640643,Middle third,Right flank,Final third,Center,Medium,5-9,Shot on goal,from 0.1 to 0.35,38,50,10,4-2-3-1,7,31,"5. Partey, 41. Rice, 3. Tierney, 11. Gabriel Martinelli",Medium
342,Arsenal - Highlights,2395.000128,2408.640643,Middle third,Right flank,Final third,Center,Medium,5-9,Shot on goal,from 0.1 to 0.35,38,50,10,4-2-3-1,7,31,"5. Partey, 41. Rice, 3. Tierney, 11. Gabriel Martinelli",Medium
343,Arsenal - Open play attacks,2395.000128,2408.640643,Middle third,Right flank,Final third,Center,Medium,5-9,Shot on goal,from 0.1 to 0.35,38,50,10,4-2-3-1,7,31,"5. Partey, 41. Rice, 3. Tierney, 11. Gabriel Martinelli",Medium
344,Arsenal - Shots,2395.000128,2408.640643,Middle third,Right flank,Final third,Center,Medium,5-9,Shot on goal,from 0.1 to 0.35,38,50,10,4-2-3-1,7,31,"5. Partey, 41. Rice, 3. Tierney, 11. Gabriel Martinelli",Medium
345,Ball in play,2405.640643,2411.40917,Own third,Center,Own third,Left flank,Short,4 or less,,,7,31,3,5-4-1,0,18,30. Ramsdale,
346,Southampton - Possessions,2405.640643,2411.40917,Own third,Center,Own third,Left flank,Short,4 or less,,,7,31,3,5-4-1,0,18,30. Ramsdale,
347,Ball in play,2460.617763,2469.32933,Final third,Right flank,Final third,Right flank,Short,4 or less,Shot,less than 0.1,105,68,4,4-2-3-1,23,31,"53. Nwaneri, 17. Zinchenko",
348,Arsenal - Possessions,2460.617763,2469.32933,Final third,Right flank,Final third,Right flank,Short,4 or less,Shot,less than 0.1,105,68,4,4-2-3-1,23,31,"53. Nwaneri, 17. Zinchenko",
349,Arsenal - Highlights,2460.617763,2469.32933,Final third,Right flank,Final third,Right flank,Short,4 or less,Shot,less than 0.1,105,68,4,4-2-3-1,23,31,"53. Nwaneri, 17. Zinchenko",
350,Arsenal - Set Pieces,2460.617763,2469.32933,Final third,Right flank,Final third,Right flank,Short,4 or less,Shot,less than 0.1,105,68,4,4-2-3-1,23,31,"53. Nwaneri, 17. Zinchenko",
351,Arsenal - Corners,2460.617763,2469.32933,Final third,Right flank,Final third,Right flank,Short,4 or less,Shot,less than 0.1,105,68,4,4-2-3-1,23,31,"53. Nwaneri, 17. Zinchenko",
